Offset,Chord,Normal Form,PCsinNormalForm,file,Phrase Boundary,Measure Number,Measure Count
160.5,<music21.chord.Chord G#4 G#5 F#3 G#3 B3 E-4 B2>,"[0, 3, 5, 8]","[3, 6, 8, 11]",Children's Corner 113 6 Eb Major.mid,Debussy,81,1.5
160.75,<music21.chord.Chord F#5 G#4 B2 F#3 G#3 B3 E-4>,"[0, 3, 5, 8]","[3, 6, 8, 11]",Children's Corner 113 6 Eb Major.mid,Debussy,81,1.75
161.0,<music21.chord.Chord E-5 F#4 B2 F#3 G#3 B3 E-4>,"[0, 3, 5, 8]","[3, 6, 8, 11]",Children's Corner 113 6 Eb Major.mid,Debussy,81,2.0
161.5,<music21.chord.Chord F4 E-5 B2 F#3 G#3 B3 E-4>,"[0, 2, 3, 5, 8]","[3, 5, 6, 8, 11]",Children's Corner 113 6 Eb Major.mid,Debussy,81,2.5
162.0,<music21.chord.Chord B-4 E-4>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,82,1.0
162.25,<music21.chord.Chord C#5 E-4>,"[0, 2]","[1, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,82,1.25
162.5,<music21.chord.Chord C#5 C#4>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,82,1.5
162.75,<music21.chord.Chord B4 C#4>,"[0, 2]","[11, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,82,1.75
163.0,<music21.chord.Chord F4 B3>,"[0, 6]","[5, 11]",Children's Corner 113 6 Eb Major.mid,Debussy,82,2.0
163.375,<music21.chord.Chord F4 B-3>,"[0, 5]","[5, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,82,2.375
163.625,<music21.chord.Chord F4 G#3 B-3>,"[0, 3, 5]","[5, 8, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,82,2.625
163.75,<music21.chord.Chord F#4 G#3>,"[0, 2]","[6, 8]",Children's Corner 113 6 Eb Major.mid,Debussy,82,2.75
164.0,<music21.chord.Chord F#3 B3 E-4 B-2>,"[0, 1, 5, 8]","[10, 11, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,83,1.0
164.25,<music21.chord.Chord F#3 B3 E-4 C#3>,"[0, 2, 4, 7]","[11, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,83,1.25
164.75,<music21.chord.Chord F#3 B3 E-4 B2>,"[0, 4, 7]","[11, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,83,1.75
165.0,<music21.chord.Chord F#3 B3 E-4 C#2>,"[0, 2, 4, 7]","[11, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,83,2.0
166.25,<music21.chord.Chord F#3 B3 E-4 E-2>,"[0, 4, 7]","[11, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,84,1.25
166.75,<music21.chord.Chord F#3 B3 E-4 F2>,"[0, 4, 6, 7]","[11, 3, 5, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,84,1.75
167.0,<music21.chord.Chord F#3 B3 E-4 E-2>,"[0, 4, 7]","[11, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,84,2.0
167.5,<music21.chord.Chord F#3 B3 E-4 C#2>,"[0, 2, 4, 7]","[11, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,84,2.5
168.75,<music21.chord.Chord B-4 F#3 B3 E-4 C#2>,"[0, 1, 3, 5, 8]","[10, 11, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,85,1.75
169.0,<music21.chord.Chord G#4 F#3 B3 E-4 C#2>,"[0, 2, 4, 7, 9]","[11, 1, 3, 6, 8]",Children's Corner 113 6 Eb Major.mid,Debussy,85,2.0
169.125,<music21.chord.Chord F#3 B3 E-4 C#2>,"[0, 2, 4, 7]","[11, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,85,2.125
169.5,<music21.chord.Chord B-4 F#3 B3 E-4 C#2>,"[0, 1, 3, 5, 8]","[10, 11, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,85,2.5
169.625,<music21.chord.Chord F#3 B3 E-4 C#2>,"[0, 2, 4, 7]","[11, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,85,2.625
170.75,<music21.chord.Chord B-4 F#3 B3 E-4 C#2>,"[0, 1, 3, 5, 8]","[10, 11, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,86,1.75
171.0,<music21.chord.Chord G#4 F#3 B3 E-4 C#2>,"[0, 2, 4, 7, 9]","[11, 1, 3, 6, 8]",Children's Corner 113 6 Eb Major.mid,Debussy,86,2.0
171.125,<music21.chord.Chord F#3 B3 E-4 C#2>,"[0, 2, 4, 7]","[11, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,86,2.125
171.5,<music21.chord.Chord B-4 F#3 B3 E-4 C#2>,"[0, 1, 3, 5, 8]","[10, 11, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,86,2.5
171.625,<music21.chord.Chord F#3 B3 E-4 C#2>,"[0, 2, 4, 7]","[11, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,86,2.625
172.0,<music21.chord.Chord B3 C#4 F#3 B-2>,"[0, 4, 5, 7]","[6, 10, 11, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,87,1.0
172.25,<music21.chord.Chord B3 C#4 F#3 C#3>,"[0, 2, 7]","[11, 1, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,87,1.25
172.75,<music21.chord.Chord B3 C#4 F#3 B-2>,"[0, 4, 5, 7]","[6, 10, 11, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,87,1.75
173.0,<music21.chord.Chord B3 C#4 F#3 C#2>,"[0, 2, 7]","[11, 1, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,87,2.0
173.25,<music21.chord.Chord B3 C#4 F#3 E-2>,"[0, 2, 4, 7]","[11, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,87,2.25
173.75,<music21.chord.Chord B3 C#4 F#3 F2>,"[0, 2, 6, 7]","[11, 1, 5, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,87,2.75
174.0,<music21.chord.Chord F3 B3 C#4 E-2>,"[0, 2, 4, 6]","[11, 1, 3, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,88,1.0
174.5,<music21.chord.Chord B3 C#4 F3 C#2>,"[0, 2, 6]","[11, 1, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,88,1.5
174.75,<music21.chord.Chord B-4 B3 C#4 F3 C#2>,"[0, 1, 3, 7]","[10, 11, 1, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,88,1.75
175.0,<music21.chord.Chord G#4 B3 C#4 F3 C#2>,"[0, 3, 6, 8]","[5, 8, 11, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,88,2.0
175.5,<music21.chord.Chord B-4 B3 C#4 F3 C#2>,"[0, 1, 3, 7]","[10, 11, 1, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,88,2.5
176.0,<music21.chord.Chord B3 C#4 F3 C#2>,"[0, 2, 6]","[11, 1, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,89,1.0
176.75,<music21.chord.Chord B-4 B3 C#4 F3 C#2>,"[0, 1, 3, 7]","[10, 11, 1, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,89,1.75
177.0,<music21.chord.Chord G#4 B3 C#4 F3 C#2>,"[0, 3, 6, 8]","[5, 8, 11, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,89,2.0
177.5,<music21.chord.Chord B-4 B3 C#4 F3 C#2>,"[0, 1, 3, 7]","[10, 11, 1, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,89,2.5
178.0,<music21.chord.Chord B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,90,1.0
178.25,<music21.chord.Chord G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,Debussy,90,1.25
178.75,<music21.chord.Chord B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,90,1.75
179.0,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,Debussy,90,2.0
179.5,<music21.chord.Chord B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,90,2.5
180.0,<music21.chord.Chord G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,Debussy,91,1.0
180.25,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,Debussy,91,1.25
180.75,<music21.chord.Chord E-4>,[0],[3],Children's Corner 113 6 Eb Major.mid,Debussy,91,1.75
181.0,<music21.chord.Chord B3>,[0],[11],Children's Corner 113 6 Eb Major.mid,Debussy,91,2.0
181.5,<music21.chord.Chord E-4>,[0],[3],Children's Corner 113 6 Eb Major.mid,Debussy,91,2.5
182.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,92,1.0
182.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,92,1.125
182.25,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,92,1.25
182.5,<music21.chord.Chord F3 G3>,"[0, 2]","[5, 7]",Children's Corner 113 6 Eb Major.mid,Debussy,92,1.5
182.75,<music21.chord.Chord C4>,[0],[0],Children's Corner 113 6 Eb Major.mid,Debussy,92,1.75
183.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,92,2.0
183.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,92,2.125
183.5,<music21.chord.Chord E-4 B-4 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,92,2.5
184.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,93,1.0
184.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,93,1.125
184.5,<music21.chord.Chord B-3 F3 G3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,93,1.5
184.625,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,93,1.625
185.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,93,2.0
185.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,93,2.125
185.5,<music21.chord.Chord B-3 F3 G3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,93,2.5
185.625,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,93,2.625
186.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,94,1.0
186.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,94,1.125
186.25,<music21.chord.Chord G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,Debussy,94,1.25
186.5,<music21.chord.Chord G#3 E-3 F3>,"[0, 2, 5]","[3, 5, 8]",Children's Corner 113 6 Eb Major.mid,Debussy,94,1.5
186.625,<music21.chord.Chord G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,Debussy,94,1.625
186.75,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,94,1.75
187.0,<music21.chord.Chord C4 E-2 B-2>,"[0, 2, 5]","[10, 0, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,94,2.0
187.5,<music21.chord.Chord G#3 E-3 F3>,"[0, 2, 5]","[3, 5, 8]",Children's Corner 113 6 Eb Major.mid,Debussy,94,2.5
188.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,95,1.0
188.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,95,1.125
188.25,<music21.chord.Chord G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,Debussy,95,1.25
188.5,<music21.chord.Chord G#3 E-3 F3>,"[0, 2, 5]","[3, 5, 8]",Children's Corner 113 6 Eb Major.mid,Debussy,95,1.5
188.625,<music21.chord.Chord G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,Debussy,95,1.625
188.75,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,95,1.75
189.0,<music21.chord.Chord B3 E-2 B-2>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,95,2.0
189.5,<music21.chord.Chord G#3 E-3 F3>,"[0, 2, 5]","[3, 5, 8]",Children's Corner 113 6 Eb Major.mid,Debussy,95,2.5
190.0,<music21.chord.Chord B-3 B-2>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,96,1.0
190.25,<music21.chord.Chord G3 G2>,[0],[7],Children's Corner 113 6 Eb Major.mid,Debussy,96,1.25
190.75,<music21.chord.Chord F3 F2>,[0],[5],Children's Corner 113 6 Eb Major.mid,Debussy,96,1.75
191.0,<music21.chord.Chord E-3 E-2>,[0],[3],Children's Corner 113 6 Eb Major.mid,Debussy,96,2.0
191.5,<music21.chord.Chord D3 D2>,[0],[2],Children's Corner 113 6 Eb Major.mid,Debussy,96,2.5
192.0,<music21.chord.Chord C3 C2>,[0],[0],Children's Corner 113 6 Eb Major.mid,Debussy,97,1.0
192.5,<music21.chord.Chord G2 G1>,[0],[7],Children's Corner 113 6 Eb Major.mid,Debussy,97,1.5
193.0,<music21.chord.Chord C3 C2>,[0],[0],Children's Corner 113 6 Eb Major.mid,Debussy,97,2.0
193.5,<music21.chord.Chord D3 D2>,[0],[2],Children's Corner 113 6 Eb Major.mid,Debussy,97,2.5
194.0,<music21.chord.Chord B-4 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,98,1.0
194.125,<music21.chord.Chord B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,98,1.125
194.25,<music21.chord.Chord G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,Debussy,98,1.25
194.5,<music21.chord.Chord B3 E-4 G#4 F3 G#3>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Children's Corner 113 6 Eb Major.mid,Debussy,98,1.5
194.625,<music21.chord.Chord G#4 B3 E-4>,"[0, 3, 7]","[8, 11, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,98,1.625
194.75,<music21.chord.Chord B-4 B3 E-4>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,98,1.75
195.0,<music21.chord.Chord F4 E-2 B-2>,"[0, 2, 7]","[3, 5, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,98,2.0
195.5,<music21.chord.Chord B-4 B3 E-4 F3 G#3>,"[0, 2, 5, 7, 8]","[3, 5, 8, 10, 11]",Children's Corner 113 6 Eb Major.mid,Debussy,98,2.5
195.625,<music21.chord.Chord B3 E-4>,"[0, 4]","[11, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,98,2.625
196.0,<music21.chord.Chord G#4 E-2 B-2>,"[0, 2, 7]","[8, 10, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,99,1.0
196.125,<music21.chord.Chord G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,Debussy,99,1.125
196.25,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,Debussy,99,1.25
196.5,<music21.chord.Chord B3 F4 F3 G#3>,"[0, 3, 6]","[5, 8, 11]",Children's Corner 113 6 Eb Major.mid,Debussy,99,1.5
196.625,<music21.chord.Chord F4 B3>,"[0, 6]","[5, 11]",Children's Corner 113 6 Eb Major.mid,Debussy,99,1.625
196.75,<music21.chord.Chord E-4 B3>,"[0, 4]","[11, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,99,1.75
197.0,<music21.chord.Chord B3 E-2 B-2>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,99,2.0
197.5,<music21.chord.Chord E-4 B3 F3 G#3>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Children's Corner 113 6 Eb Major.mid,Debussy,99,2.5
197.625,<music21.chord.Chord B3>,[0],[11],Children's Corner 113 6 Eb Major.mid,Debussy,99,2.625
198.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,100,1.0
198.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,100,1.125
198.25,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,100,1.25
198.5,<music21.chord.Chord F3 G3>,"[0, 2]","[5, 7]",Children's Corner 113 6 Eb Major.mid,Debussy,100,1.5
198.75,<music21.chord.Chord C4>,[0],[0],Children's Corner 113 6 Eb Major.mid,Debussy,100,1.75
199.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,100,2.0
199.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,100,2.125
199.5,<music21.chord.Chord E-4 B-4 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,100,2.5
200.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,101,1.0
200.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,101,1.125
200.5,<music21.chord.Chord B-3 F3 G3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,101,1.5
200.625,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,101,1.625
201.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,101,2.0
201.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,101,2.125
201.5,<music21.chord.Chord B-3 F3 G3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,101,2.5
201.625,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,101,2.625
202.0,<music21.chord.Chord B-3 F#2 C#3>,"[0, 4, 7]","[6, 10, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,102,1.0
202.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,102,1.125
202.25,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,102,1.25
202.5,<music21.chord.Chord C#3 F#3 G#3>,"[0, 2, 7]","[6, 8, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,102,1.5
202.75,<music21.chord.Chord C4>,[0],[0],Children's Corner 113 6 Eb Major.mid,Debussy,102,1.75
203.0,<music21.chord.Chord B-3 F#2 C#3>,"[0, 4, 7]","[6, 10, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,102,2.0
203.5,<music21.chord.Chord C#4 C#3 F#3 A3>,"[0, 3, 7]","[6, 9, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,102,2.5
204.0,<music21.chord.Chord E-4 F#2 C#3>,"[0, 2, 5]","[1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,103,1.0
204.5,<music21.chord.Chord F4 C#3 F#3 B-3>,"[0, 1, 5, 8]","[5, 6, 10, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,103,1.5
205.0,<music21.chord.Chord E-4 F#2 C#3>,"[0, 2, 5]","[1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,103,2.0
205.5,<music21.chord.Chord F#4 C#3 F#3 B3>,"[0, 2, 7]","[11, 1, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,103,2.5
206.0,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,Debussy,104,1.0
206.25,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,Debussy,104,1.25
206.5,<music21.chord.Chord C#4 E4>,"[0, 3]","[1, 4]",Children's Corner 113 6 Eb Major.mid,Debussy,104,1.5
206.75,<music21.chord.Chord G4 C#4 E4>,"[0, 3, 6]","[1, 4, 7]",Children's Corner 113 6 Eb Major.mid,Debussy,104,1.75
207.0,<music21.chord.Chord F4 C4 E-4>,"[0, 3, 5]","[0, 3, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,104,2.0
207.5,<music21.chord.Chord G4 D5 F3 A3 E-4>,"[0, 1, 3, 5, 7]","[2, 3, 5, 7, 9]",Children's Corner 113 6 Eb Major.mid,Debussy,104,2.5
208.0,<music21.chord.Chord D4 B-4 B-2 F3 B-3>,"[0, 4, 7]","[10, 2, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,105,1.0
209.0,<music21.chord.Chord B-5 B-6 B-1 B-2>,[0],[10],Children's Corner 113 6 Eb Major.mid,Debussy,105,2.0
210.0,<music21.chord.Chord C4 E-4 G#3 B-3>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,106,1.0
210.125,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,106,1.125
210.25,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,106,1.25
210.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,106,1.5
210.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,106,1.625
210.75,<music21.chord.Chord E-4 G4>,"[0, 4]","[3, 7]",Children's Corner 113 6 Eb Major.mid,Debussy,106,1.75
211.0,<music21.chord.Chord D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,106,2.0
211.5,<music21.chord.Chord C4 E-4 G#4 B-4>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,106,2.5
212.0,<music21.chord.Chord D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,107,1.0
212.125,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,107,1.125
212.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,107,1.5
212.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,107,1.625
213.0,<music21.chord.Chord B-6 B-5 D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,107,2.0
213.125,<music21.chord.Chord D4 F4 B-6 B-5>,"[0, 4, 7]","[10, 2, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,107,2.125
213.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,107,2.5
213.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,107,2.625
214.0,<music21.chord.Chord C4 E-4 G3 B-3>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,108,1.0
214.125,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,108,1.125
214.25,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,108,1.25
214.5,<music21.chord.Chord D4 F4 G4 B-4>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,108,1.5
214.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,108,1.625
214.75,<music21.chord.Chord E-4 G4>,"[0, 4]","[3, 7]",Children's Corner 113 6 Eb Major.mid,Debussy,108,1.75
215.0,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,108,2.0
215.5,<music21.chord.Chord C4 E-4 G4 B-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,108,2.5
216.0,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,109,1.0
216.5,<music21.chord.Chord C4 E-4 G4 B-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,109,1.5
216.625,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,109,1.625
217.0,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,109,2.0
217.5,<music21.chord.Chord G4 B-4 C5 E-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,109,2.5
218.0,<music21.chord.Chord A3 C#4 E4 B2>,"[0, 2, 4, 7]","[9, 11, 1, 4]",Children's Corner 113 6 Eb Major.mid,Debussy,110,1.0
218.25,<music21.chord.Chord A3 C#4 E4 C#3>,"[0, 4, 7]","[9, 1, 4]",Children's Corner 113 6 Eb Major.mid,Debussy,110,1.25
218.75,<music21.chord.Chord A3 C#4 E4 E-3>,"[0, 4, 6, 7]","[9, 1, 3, 4]",Children's Corner 113 6 Eb Major.mid,Debussy,110,1.75
219.0,<music21.chord.Chord A3 C#4 E4 C#3>,"[0, 4, 7]","[9, 1, 4]",Children's Corner 113 6 Eb Major.mid,Debussy,110,2.0
219.125,<music21.chord.Chord A3 C#4 E4>,"[0, 4, 7]","[9, 1, 4]",Children's Corner 113 6 Eb Major.mid,Debussy,110,2.125
219.5,<music21.chord.Chord A3 C#4 E4 B2>,"[0, 2, 4, 7]","[9, 11, 1, 4]",Children's Corner 113 6 Eb Major.mid,Debussy,110,2.5
219.625,<music21.chord.Chord A3 C#4 E4>,"[0, 4, 7]","[9, 1, 4]",Children's Corner 113 6 Eb Major.mid,Debussy,110,2.625
220.0,<music21.chord.Chord G#3 C4 F4 B-2>,"[0, 3, 5, 7]","[5, 8, 10, 0]",Children's Corner 113 6 Eb Major.mid,Debussy,111,1.0
220.25,<music21.chord.Chord G#3 C4 F4 C3>,"[0, 3, 7]","[5, 8, 0]",Children's Corner 113 6 Eb Major.mid,Debussy,111,1.25
220.75,<music21.chord.Chord G#3 C4 F4 D3>,"[0, 2, 5, 8]","[0, 2, 5, 8]",Children's Corner 113 6 Eb Major.mid,Debussy,111,1.75
